,Trusted,YFinance,Diff
2016-03-11,16.5,16.5,0.0
2016-03-14,16.92,16.920000076293945,7.629394360719743e-08
2016-03-15,16.84,16.84000015258789,1.5258789076710855e-07
2016-03-16,14.99,14.989999771118164,2.2888183615066282e-07
2016-03-17,14.44,14.4399995803833,4.196166987213701e-07
2016-03-18,14.02,14.020000457763672,4.5776367230132564e-07
2016-03-21,13.79,13.789999961853027,3.814697180359872e-08
2016-03-22,14.17,14.170000076293945,7.629394538355427e-08
2016-03-23,14.94,14.9399995803833,4.196166987213701e-07
2016-03-24,14.74,14.739999771118164,2.2888183615066282e-07
2016-03-28,15.24,15.239999771118164,2.2888183615066282e-07
2016-03-29,13.82,13.819999694824219,3.051757815342171e-07
2016-03-30,13.56,13.5600004196167,4.196166987213701e-07
2016-03-31,13.95,13.949999809265137,1.9073486257070726e-07
2016-04-01,13.1,13.100000381469727,3.8146972691777137e-07
2016-04-04,14.12,14.119999885559082,1.1444091718715299e-07
2016-04-05,15.42,15.420000076293945,7.629394538355427e-08
2016-04-06,14.09,14.09000015258789,1.5258789076710855e-07
2016-04-07,16.16,16.15999984741211,1.5258789076710855e-07
2016-04-08,15.36,15.359999656677246,3.433227533378158e-07
2016-04-11,16.26,16.260000228881836,2.2888183437430598e-07
2016-04-12,14.85,14.850000381469727,3.8146972691777137e-07
2016-04-13,13.84,13.84000015258789,1.5258789076710855e-07
2016-04-14,13.72,13.720000267028809,2.6702880795426154e-07
2016-04-15,13.62,13.619999885559082,1.1444091718715299e-07
2016-04-18,13.35,13.350000381469727,3.8146972691777137e-07
2016-04-19,13.24,13.239999771118164,2.2888183615066282e-07
2016-04-20,13.28,13.279999732971191,2.6702880795426154e-07
2016-04-21,13.95,13.949999809265137,1.9073486257070726e-07
2016-04-22,13.22,13.220000267028809,2.6702880795426154e-07
2016-04-25,14.08,14.079999923706055,7.629394538355427e-08
2016-04-26,13.96,13.960000038146973,3.814697180359872e-08
2016-04-27,13.77,13.770000457763672,4.5776367230132564e-07
2016-04-28,15.22,15.220000267028809,2.6702880795426154e-07
2016-04-29,15.7,15.699999809265137,1.9073486257070726e-07
2016-05-02,14.68,14.680000305175781,3.051757815342171e-07
2016-05-03,15.6,15.600000381469727,3.8146972691777137e-07
2016-05-04,16.05,16.049999237060547,7.629394538355427e-07
2016-05-05,15.91,15.90999984741211,1.5258789076710855e-07
2016-05-06,14.72,14.720000267028809,2.6702880795426154e-07
2016-05-09,14.57,14.569999694824219,3.051757815342171e-07
2016-05-10,13.63,13.630000114440918,1.1444091718715299e-07
2016-05-11,14.69,14.6899995803833,4.196166987213701e-07
2016-05-12,14.41,14.40999984741211,1.5258789076710855e-07
2016-05-13,15.04,15.039999961853027,3.814697180359872e-08
2016-05-16,14.68,14.680000305175781,3.051757815342171e-07
2016-05-17,15.57,15.569999694824219,3.051757815342171e-07
2016-05-18,15.95,15.949999809265137,1.9073486257070726e-07
2016-05-19,16.33,16.329999923706055,7.629394360719743e-08
2016-05-20,15.2,15.199999809265137,1.9073486257070726e-07
2016-05-23,15.82,15.819999694824219,3.051757815342171e-07
2016-05-24,14.42,14.420000076293945,7.629394538355427e-08
2016-05-25,13.9,13.899999618530273,3.8146972691777137e-07
2016-05-26,13.43,13.430000305175781,3.051757815342171e-07
2016-05-27,13.12,13.119999885559082,1.1444091718715299e-07
2016-05-31,14.19,14.1899995803833,4.196166987213701e-07
2016-06-01,14.2,14.199999809265137,1.9073486257070726e-07
2016-06-02,13.63,13.630000114440918,1.1444091718715299e-07
2016-06-03,13.47,13.470000267028809,2.6702880795426154e-07
2016-06-06,13.65,13.649999618530273,3.8146972691777137e-07
2016-06-07,14.05,14.050000190734863,1.9073486257070726e-07
2016-06-08,14.08,14.079999923706055,7.629394538355427e-08
2016-06-09,14.64,14.640000343322754,3.433227533378158e-07
2016-06-10,17.03,17.030000686645508,6.866455066756316e-07
2016-06-13,20.97,20.969999313354492,6.866455066756316e-07
2016-06-14,20.5,20.5,0.0
2016-06-15,20.14,20.139999389648438,6.103515630684342e-07
2016-06-16,19.37,19.3700008392334,8.392333974427402e-07
2016-06-17,19.41,19.40999984741211,1.5258789076710855e-07
2016-06-20,18.37,18.3700008392334,8.392333974427402e-07
2016-06-21,18.48,18.479999542236328,4.5776367230132564e-07
2016-06-22,21.17,21.170000076293945,7.629394360719743e-08
2016-06-23,17.25,17.25,0.0
2016-06-24,25.76,25.760000228881836,2.2888183437430598e-07
2016-06-27,23.85,23.850000381469727,3.8146972514141453e-07
2016-06-28,18.75,18.75,0.0
2016-06-29,16.64,16.639999389648438,6.103515630684342e-07
2016-06-30,15.63,15.630000114440918,1.1444091718715299e-07
2016-07-01,14.77,14.770000457763672,4.5776367230132564e-07
2016-07-05,15.58,15.579999923706055,7.629394538355427e-08
2016-07-06,14.96,14.960000038146973,3.814697180359872e-08
2016-07-07,14.76,14.760000228881836,2.2888183615066282e-07
2016-07-08,13.2,13.199999809265137,1.9073486257070726e-07
2016-07-11,13.54,13.539999961853027,3.814697180359872e-08
2016-07-12,13.55,13.550000190734863,1.9073486257070726e-07
2016-07-13,13.04,13.039999961853027,3.814697180359872e-08
2016-07-14,12.82,12.819999694824219,3.051757815342171e-07
2016-07-15,12.67,12.670000076293945,7.629394538355427e-08
2016-07-18,12.44,12.4399995803833,4.196166987213701e-07
2016-07-19,11.97,11.970000267028809,2.6702880795426154e-07
2016-07-20,11.77,11.770000457763672,4.5776367230132564e-07
2016-07-21,12.74,12.739999771118164,2.2888183615066282e-07
2016-07-22,12.02,12.020000457763672,4.5776367230132564e-07
2016-07-25,12.87,12.869999885559082,1.1444091718715299e-07
2016-07-26,13.05,13.050000190734863,1.9073486257070726e-07
2016-07-27,12.83,12.829999923706055,7.629394538355427e-08
2016-07-28,12.72,12.720000267028809,2.6702880795426154e-07
2016-07-29,11.87,11.869999885559082,1.1444091718715299e-07
2016-08-01,12.44,12.4399995803833,4.196166987213701e-07
2016-08-02,13.37,13.369999885559082,1.1444091718715299e-07
2016-08-03,12.86,12.859999656677246,3.433227533378158e-07
2016-08-04,12.42,12.420000076293945,7.629394538355427e-08
2016-08-05,11.39,11.390000343322754,3.433227533378158e-07
2016-08-08,11.5,11.5,0.0
2016-08-09,11.66,11.65999984741211,1.5258789076710855e-07
2016-08-10,12.05,12.050000190734863,1.9073486257070726e-07
2016-08-11,11.68,11.680000305175781,3.051757815342171e-07
2016-08-12,11.55,11.550000190734863,1.9073486257070726e-07
2016-08-15,11.81,11.8100004196167,4.196166987213701e-07
2016-08-16,12.64,12.640000343322754,3.433227533378158e-07
2016-08-17,12.19,12.1899995803833,4.196166987213701e-07
2016-08-18,11.43,11.430000305175781,3.051757815342171e-07
2016-08-19,11.34,11.34000015258789,1.5258789076710855e-07
2016-08-22,12.27,12.270000457763672,4.5776367230132564e-07
2016-08-23,12.38,12.380000114440918,1.1444091718715299e-07
2016-08-24,13.45,13.449999809265137,1.9073486257070726e-07
2016-08-25,13.63,13.630000114440918,1.1444091718715299e-07
2016-08-26,13.65,13.649999618530273,3.8146972691777137e-07
2016-08-29,12.94,12.9399995803833,4.196166987213701e-07
2016-08-30,13.12,13.119999885559082,1.1444091718715299e-07
2016-08-31,13.42,13.420000076293945,7.629394538355427e-08
2016-09-01,13.48,13.479999542236328,4.5776367230132564e-07
2016-09-02,11.98,11.979999542236328,4.5776367230132564e-07
2016-09-06,12.02,12.020000457763672,4.5776367230132564e-07
2016-09-07,11.94,11.9399995803833,4.196166987213701e-07
2016-09-08,12.51,12.510000228881836,2.2888183615066282e-07
2016-09-09,17.5,17.5,0.0
2016-09-12,15.16,15.15999984741211,1.5258789076710855e-07
2016-09-13,17.85,17.850000381469727,3.8146972514141453e-07
2016-09-14,18.14,18.139999389648438,6.103515630684342e-07
2016-09-15,16.3,16.299999237060547,7.629394538355427e-07
2016-09-16,15.37,15.369999885559082,1.1444091718715299e-07
2016-09-19,15.53,15.529999732971191,2.6702880795426154e-07
2016-09-20,15.92,15.920000076293945,7.629394538355427e-08
2016-09-21,13.3,13.300000190734863,1.9073486257070726e-07
2016-09-22,12.02,12.020000457763672,4.5776367230132564e-07
2016-09-23,12.29,12.289999961853027,3.814697180359872e-08
2016-09-26,14.5,14.5,0.0
2016-09-27,13.1,13.100000381469727,3.8146972691777137e-07
2016-09-28,12.39,12.390000343322754,3.433227533378158e-07
2016-09-29,14.02,14.020000457763672,4.5776367230132564e-07
2016-09-30,13.29,13.289999961853027,3.814697180359872e-08
2016-10-03,13.57,13.569999694824219,3.051757815342171e-07
2016-10-04,13.63,13.630000114440918,1.1444091718715299e-07
2016-10-05,12.99,12.989999771118164,2.2888183615066282e-07
2016-10-06,12.84,12.84000015258789,1.5258789076710855e-07
2016-10-07,13.48,13.479999542236328,4.5776367230132564e-07
2016-10-10,13.38,13.380000114440918,1.1444091718715299e-07
2016-10-11,15.36,15.359999656677246,3.433227533378158e-07
2016-10-12,15.91,15.90999984741211,1.5258789076710855e-07
2016-10-13,16.69,16.690000534057617,5.340576159085231e-07
2016-10-14,16.12,16.1200008392334,8.392333974427402e-07
2016-10-17,16.21,16.209999084472656,9.155273446026513e-07
2016-10-18,15.28,15.279999732971191,2.6702880795426154e-07
2016-10-19,14.41,14.40999984741211,1.5258789076710855e-07
2016-10-20,13.75,13.75,0.0
2016-10-21,13.34,13.34000015258789,1.5258789076710855e-07
2016-10-24,13.02,13.020000457763672,4.5776367230132564e-07
2016-10-25,13.46,13.460000038146973,3.814697180359872e-08
2016-10-26,14.24,14.239999771118164,2.2888183615066282e-07
2016-10-27,15.36,15.359999656677246,3.433227533378158e-07
2016-10-28,16.19,16.190000534057617,5.340576159085231e-07
2016-10-31,17.06,17.059999465942383,5.340576159085231e-07
2016-11-01,18.56,18.559999465942383,5.340576159085231e-07
2016-11-02,19.32,19.31999969482422,3.051757815342171e-07
2016-11-03,22.08,22.079999923706055,7.629394360719743e-08
2016-11-04,22.51,22.510000228881836,2.2888183437430598e-07
2016-11-07,18.71,18.709999084472656,9.155273446026513e-07
2016-11-08,18.74,18.739999771118164,2.2888183437430598e-07
2016-11-09,14.38,14.380000114440918,1.1444091718715299e-07
2016-11-10,14.74,14.739999771118164,2.2888183615066282e-07
2016-11-11,14.17,14.170000076293945,7.629394538355427e-08
2016-11-14,14.48,14.479999542236328,4.5776367230132564e-07
2016-11-15,13.37,13.369999885559082,1.1444091718715299e-07
2016-11-16,13.72,13.720000267028809,2.6702880795426154e-07
2016-11-17,13.35,13.350000381469727,3.8146972691777137e-07
2016-11-18,12.85,12.850000381469727,3.8146972691777137e-07
2016-11-21,12.42,12.420000076293945,7.629394538355427e-08
2016-11-22,12.41,12.40999984741211,1.5258789076710855e-07
2016-11-23,12.43,12.430000305175781,3.051757815342171e-07
2016-11-25,12.34,12.34000015258789,1.5258789076710855e-07
2016-11-28,13.15,13.149999618530273,3.8146972691777137e-07
2016-11-29,12.9,12.899999618530273,3.8146972691777137e-07
2016-11-30,13.33,13.329999923706055,7.629394538355427e-08
2016-12-01,14.07,14.069999694824219,3.051757815342171e-07
2016-12-02,14.12,14.119999885559082,1.1444091718715299e-07
2016-12-05,12.14,12.140000343322754,3.433227533378158e-07
2016-12-06,11.79,11.789999961853027,3.814697180359872e-08
2016-12-07,12.22,12.220000267028809,2.6702880795426154e-07
2016-12-08,12.64,12.640000343322754,3.433227533378158e-07
2016-12-09,11.75,11.75,0.0
2016-12-12,12.64,12.640000343322754,3.433227533378158e-07
2016-12-13,12.72,12.720000267028809,2.6702880795426154e-07
2016-12-14,13.19,13.1899995803833,4.196166987213701e-07
2016-12-15,12.79,12.789999961853027,3.814697180359872e-08
2016-12-16,12.2,12.199999809265137,1.9073486257070726e-07
2016-12-19,11.71,11.710000038146973,3.814697180359872e-08
2016-12-20,11.45,11.449999809265137,1.9073486257070726e-07
2016-12-21,11.27,11.270000457763672,4.5776367230132564e-07
2016-12-22,11.43,11.430000305175781,3.051757815342171e-07
2016-12-23,11.44,11.4399995803833,4.196166987213701e-07
2016-12-27,11.99,11.989999771118164,2.2888183615066282e-07
2016-12-28,12.95,12.949999809265137,1.9073486257070726e-07
2016-12-29,13.37,13.369999885559082,1.1444091718715299e-07
2016-12-30,14.04,14.039999961853027,3.814697180359872e-08
2017-01-03,12.85,12.850000381469727,3.8146972691777137e-07
2017-01-04,11.85,11.850000381469727,3.8146972691777137e-07
2017-01-05,11.67,11.670000076293945,7.629394538355427e-08
2017-01-06,11.32,11.319999694824219,3.051757815342171e-07
2017-01-09,11.56,11.5600004196167,4.196166987213701e-07
2017-01-10,11.49,11.489999771118164,2.2888183615066282e-07
2017-01-11,11.26,11.260000228881836,2.2888183615066282e-07
2017-01-12,11.54,11.539999961853027,3.814697180359872e-08
2017-01-13,11.23,11.229999542236328,4.5776367230132564e-07
2017-01-17,11.87,11.869999885559082,1.1444091718715299e-07
2017-01-18,12.48,12.479999542236328,4.5776367230132564e-07
2017-01-19,12.78,12.779999732971191,2.6702880795426154e-07
2017-01-20,11.54,11.539999961853027,3.814697180359872e-08
2017-01-23,11.77,11.770000457763672,4.5776367230132564e-07
2017-01-24,11.07,11.069999694824219,3.051757815342171e-07
2017-01-25,10.81,10.8100004196167,4.196166987213701e-07
2017-01-26,10.63,10.630000114440918,1.1444091718715299e-07
2017-01-27,10.58,10.579999923706055,7.629394538355427e-08
2017-01-30,11.88,11.880000114440918,1.1444091718715299e-07
2017-01-31,11.99,11.989999771118164,2.2888183615066282e-07
2017-02-01,11.81,11.8100004196167,4.196166987213701e-07
2017-02-02,11.93,11.930000305175781,3.051757815342171e-07
2017-02-03,10.97,10.970000267028809,2.6702880795426154e-07
2017-02-06,11.37,11.369999885559082,1.1444091718715299e-07
2017-02-07,11.29,11.289999961853027,3.814697180359872e-08
2017-02-08,11.45,11.449999809265137,1.9073486257070726e-07
2017-02-09,10.88,10.880000114440918,1.1444091718715299e-07
2017-02-10,10.85,10.850000381469727,3.8146972691777137e-07
2017-02-13,11.07,11.069999694824219,3.051757815342171e-07
2017-02-14,10.74,10.739999771118164,2.2888183615066282e-07
2017-02-15,11.97,11.970000267028809,2.6702880795426154e-07
2017-02-16,11.76,11.760000228881836,2.2888183615066282e-07
2017-02-17,11.49,11.489999771118164,2.2888183615066282e-07
2017-02-21,11.57,11.569999694824219,3.051757815342171e-07
2017-02-22,11.74,11.739999771118164,2.2888183615066282e-07
2017-02-23,11.71,11.710000038146973,3.814697180359872e-08
2017-02-24,11.47,11.470000267028809,2.6702880795426154e-07
2017-02-27,12.09,12.09000015258789,1.5258789076710855e-07
2017-02-28,12.92,12.920000076293945,7.629394538355427e-08
2017-03-01,12.54,12.539999961853027,3.814697180359872e-08
2017-03-02,11.81,11.8100004196167,4.196166987213701e-07
2017-03-03,10.96,10.960000038146973,3.814697180359872e-08
2017-03-06,11.24,11.239999771118164,2.2888183615066282e-07
2017-03-07,11.45,11.449999809265137,1.9073486257070726e-07
2017-03-08,11.86,11.859999656677246,3.433227533378158e-07
2017-03-09,12.3,12.300000190734863,1.9073486257070726e-07
2017-03-10,11.66,11.65999984741211,1.5258789076710855e-07
2017-03-13,11.35,11.350000381469727,3.8146972691777137e-07
2017-03-14,12.3,12.300000190734863,1.9073486257070726e-07
2017-03-15,11.63,11.630000114440918,1.1444091718715299e-07
2017-03-16,11.21,11.210000038146973,3.814697180359872e-08
2017-03-17,11.28,11.279999732971191,2.6702880795426154e-07
2017-03-20,11.34,11.34000015258789,1.5258789076710855e-07
2017-03-21,12.47,12.470000267028809,2.6702880795426154e-07
2017-03-22,12.81,12.8100004196167,4.196166987213701e-07
2017-03-23,13.12,13.119999885559082,1.1444091718715299e-07
2017-03-24,12.96,12.960000038146973,3.814697180359872e-08
2017-03-27,12.5,12.5,0.0
2017-03-28,11.53,11.529999732971191,2.6702880795426154e-07
2017-03-29,11.42,11.420000076293945,7.629394538355427e-08
2017-03-30,11.54,11.539999961853027,3.814697180359872e-08
2017-03-31,12.37,12.369999885559082,1.1444091718715299e-07
2017-04-03,12.38,12.380000114440918,1.1444091718715299e-07
2017-04-04,11.79,11.789999961853027,3.814697180359872e-08
2017-04-05,12.89,12.890000343322754,3.433227533378158e-07
2017-04-06,12.39,12.390000343322754,3.433227533378158e-07
2017-04-07,12.87,12.869999885559082,1.1444091718715299e-07
2017-04-10,14.05,14.050000190734863,1.9073486257070726e-07
2017-04-11,15.07,15.069999694824219,3.051757815342171e-07
2017-04-12,15.77,15.770000457763672,4.5776367230132564e-07
2017-04-13,15.96,15.960000038146973,3.814697180359872e-08
2017-04-17,14.66,14.65999984741211,1.5258789076710855e-07
2017-04-18,14.42,14.420000076293945,7.629394538355427e-08
2017-04-19,14.93,14.930000305175781,3.051757815342171e-07
2017-04-20,14.15,14.149999618530273,3.8146972691777137e-07
2017-04-21,14.63,14.630000114440918,1.1444091718715299e-07
2017-04-24,10.84,10.84000015258789,1.5258789076710855e-07
2017-04-25,10.76,10.760000228881836,2.2888183615066282e-07
2017-04-26,10.85,10.850000381469727,3.8146972691777137e-07
2017-04-27,10.36,10.359999656677246,3.433227533378158e-07
2017-04-28,10.82,10.819999694824219,3.051757815342171e-07
2017-05-01,10.11,10.109999656677246,3.433227533378158e-07
2017-05-02,10.59,10.59000015258789,1.5258789076710855e-07
2017-05-03,10.68,10.680000305175781,3.051757815342171e-07
2017-05-04,10.46,10.460000038146973,3.814697180359872e-08
2017-05-05,10.57,10.569999694824219,3.051757815342171e-07
2017-05-08,9.77,9.770000457763672,4.5776367230132564e-07
2017-05-09,9.96,9.960000038146973,3.814697180359872e-08
2017-05-10,10.21,10.210000038146973,3.814697180359872e-08
2017-05-11,10.6,10.600000381469727,3.8146972691777137e-07
2017-05-12,10.4,10.399999618530273,3.8146972691777137e-07
2017-05-15,10.42,10.420000076293945,7.629394538355427e-08
2017-05-16,10.65,10.649999618530273,3.8146972691777137e-07
2017-05-17,15.59,15.59000015258789,1.5258789076710855e-07
2017-05-18,14.66,14.65999984741211,1.5258789076710855e-07
2017-05-19,12.04,12.039999961853027,3.814697180359872e-08
2017-05-22,10.93,10.930000305175781,3.051757815342171e-07
2017-05-23,10.72,10.720000267028809,2.6702880795426154e-07
2017-05-24,10.02,10.020000457763672,4.5776367230132564e-07
2017-05-25,9.99,9.989999771118164,2.2888183615066282e-07
2017-05-26,9.81,9.8100004196167,4.196166987213701e-07
2017-05-30,10.38,10.380000114440918,1.1444091718715299e-07
2017-05-31,10.41,10.40999984741211,1.5258789076710855e-07
2017-06-01,9.89,9.890000343322754,3.433227533378158e-07
2017-06-02,9.75,9.75,0.0
2017-06-05,10.07,10.069999694824219,3.051757815342171e-07
2017-06-06,10.45,10.449999809265137,1.9073486257070726e-07
2017-06-07,10.39,10.390000343322754,3.433227533378158e-07
2017-06-08,10.16,10.15999984741211,1.5258789076710855e-07
2017-06-09,10.7,10.699999809265137,1.9073486257070726e-07
2017-06-12,11.46,11.460000038146973,3.814697180359872e-08
2017-06-13,10.42,10.420000076293945,7.629394538355427e-08
2017-06-14,10.64,10.640000343322754,3.433227533378158e-07
2017-06-15,10.9,10.899999618530273,3.8146972691777137e-07
2017-06-16,10.38,10.380000114440918,1.1444091718715299e-07
2017-06-19,10.37,10.369999885559082,1.1444091718715299e-07
2017-06-20,10.86,10.859999656677246,3.433227533378158e-07
2017-06-21,10.75,10.75,0.0
2017-06-22,10.48,10.479999542236328,4.5776367230132564e-07
2017-06-23,10.02,10.020000457763672,4.5776367230132564e-07
2017-06-26,9.9,9.899999618530273,3.8146972691777137e-07
2017-06-27,11.06,11.0600004196167,4.196166987213701e-07
2017-06-28,10.03,10.029999732971191,2.6702880795426154e-07
2017-06-29,11.44,11.4399995803833,4.196166987213701e-07
2017-06-30,11.18,11.180000305175781,3.051757815342171e-07
2017-07-03,11.22,11.220000267028809,2.6702880795426154e-07
2017-07-05,11.07,11.069999694824219,3.051757815342171e-07
2017-07-06,12.54,12.539999961853027,3.814697180359872e-08
2017-07-07,11.19,11.1899995803833,4.196166987213701e-07
2017-07-10,11.11,11.109999656677246,3.433227533378158e-07
2017-07-11,10.89,10.890000343322754,3.433227533378158e-07
2017-07-12,10.3,10.300000190734863,1.9073486257070726e-07
2017-07-13,9.9,9.899999618530273,3.8146972691777137e-07
2017-07-14,9.51,9.510000228881836,2.2888183615066282e-07
2017-07-17,9.82,9.819999694824219,3.051757815342171e-07
2017-07-18,9.89,9.890000343322754,3.433227533378158e-07
2017-07-19,9.79,9.789999961853027,3.814697180359872e-08
2017-07-20,9.58,9.579999923706055,7.629394538355427e-08
2017-07-21,9.36,9.359999656677246,3.433227533378158e-07
2017-07-24,9.43,9.430000305175781,3.051757815342171e-07
2017-07-25,9.43,9.430000305175781,3.051757815342171e-07
2017-07-26,9.6,9.600000381469727,3.8146972691777137e-07
2017-07-27,10.11,10.109999656677246,3.433227533378158e-07
2017-07-28,10.29,10.289999961853027,3.814697180359872e-08
2017-07-31,10.26,10.260000228881836,2.2888183615066282e-07
2017-08-01,10.09,10.09000015258789,1.5258789076710855e-07
2017-08-02,10.28,10.279999732971191,2.6702880795426154e-07
2017-08-03,10.44,10.4399995803833,4.196166987213701e-07
2017-08-04,10.03,10.029999732971191,2.6702880795426154e-07
2017-08-07,9.93,9.930000305175781,3.051757815342171e-07
2017-08-08,10.96,10.960000038146973,3.814697180359872e-08
2017-08-09,11.11,11.109999656677246,3.433227533378158e-07
2017-08-10,16.04,16.040000915527344,9.155273446026513e-07
2017-08-11,15.51,15.510000228881836,2.2888183615066282e-07
2017-08-14,12.33,12.329999923706055,7.629394538355427e-08
2017-08-15,12.04,12.039999961853027,3.814697180359872e-08
2017-08-16,11.74,11.739999771118164,2.2888183615066282e-07
2017-08-17,15.55,15.550000190734863,1.9073486257070726e-07
2017-08-18,14.26,14.260000228881836,2.2888183615066282e-07
2017-08-21,13.19,13.1899995803833,4.196166987213701e-07
2017-08-22,11.35,11.350000381469727,3.8146972691777137e-07
2017-08-23,12.25,12.25,0.0
2017-08-24,12.23,12.229999542236328,4.5776367230132564e-07
2017-08-25,11.28,11.279999732971191,2.6702880795426154e-07
2017-08-28,11.32,11.319999694824219,3.051757815342171e-07
2017-08-29,11.7,11.699999809265137,1.9073486257070726e-07
2017-08-30,11.22,11.220000267028809,2.6702880795426154e-07
2017-08-31,10.59,10.59000015258789,1.5258789076710855e-07
2017-09-01,10.13,10.130000114440918,1.1444091718715299e-07
2017-09-05,12.23,12.229999542236328,4.5776367230132564e-07
2017-09-06,11.63,11.630000114440918,1.1444091718715299e-07
2017-09-07,11.55,11.550000190734863,1.9073486257070726e-07
2017-09-08,12.12,12.119999885559082,1.1444091718715299e-07
2017-09-11,10.73,10.729999542236328,4.5776367230132564e-07
2017-09-12,10.58,10.579999923706055,7.629394538355427e-08
2017-09-13,10.5,10.5,0.0
2017-09-14,10.44,10.4399995803833,4.196166987213701e-07
2017-09-15,10.17,10.170000076293945,7.629394538355427e-08
2017-09-18,10.15,10.149999618530273,3.8146972691777137e-07
2017-09-19,10.18,10.180000305175781,3.051757815342171e-07
2017-09-20,9.78,9.779999732971191,2.6702880795426154e-07
2017-09-21,9.67,9.670000076293945,7.629394538355427e-08
2017-09-22,9.59,9.59000015258789,1.5258789076710855e-07
2017-09-25,10.21,10.210000038146973,3.814697180359872e-08
2017-09-26,10.17,10.170000076293945,7.629394538355427e-08
2017-09-27,9.87,9.869999885559082,1.1444091718715299e-07
2017-09-28,9.55,9.550000190734863,1.9073486257070726e-07
2017-09-29,9.51,9.510000228881836,2.2888183615066282e-07
2017-10-02,9.45,9.449999809265137,1.9073486257070726e-07
2017-10-03,9.51,9.510000228881836,2.2888183615066282e-07
2017-10-04,9.63,9.630000114440918,1.1444091718715299e-07
2017-10-05,9.19,9.1899995803833,4.196166987213701e-07
2017-10-06,9.65,9.649999618530273,3.8146972691777137e-07
2017-10-09,10.33,10.329999923706055,7.629394538355427e-08
2017-10-10,10.08,10.079999923706055,7.629394538355427e-08
2017-10-11,9.85,9.850000381469727,3.8146972691777137e-07
2017-10-12,9.91,9.90999984741211,1.5258789076710855e-07
2017-10-13,9.61,9.609999656677246,3.433227533378158e-07
2017-10-16,9.91,9.90999984741211,1.5258789076710855e-07
2017-10-17,10.31,10.3100004196167,4.196166987213701e-07
2017-10-18,10.07,10.069999694824219,3.051757815342171e-07
2017-10-19,10.05,10.050000190734863,1.9073486257070726e-07
2017-10-20,9.97,9.970000267028809,2.6702880795426154e-07
2017-10-23,11.07,11.069999694824219,3.051757815342171e-07
2017-10-24,11.16,11.15999984741211,1.5258789076710855e-07
2017-10-25,11.23,11.229999542236328,4.5776367230132564e-07
2017-10-26,11.3,11.300000190734863,1.9073486257070726e-07
2017-10-27,9.8,9.800000190734863,1.9073486257070726e-07
2017-10-30,10.5,10.5,0.0
2017-10-31,10.18,10.180000305175781,3.051757815342171e-07
2017-11-01,10.2,10.199999809265137,1.9073486257070726e-07
2017-11-02,9.93,9.930000305175781,3.051757815342171e-07
2017-11-03,9.14,9.140000343322754,3.433227533378158e-07
2017-11-06,9.4,9.399999618530273,3.8146972691777137e-07
2017-11-07,9.89,9.890000343322754,3.433227533378158e-07
2017-11-08,9.78,9.779999732971191,2.6702880795426154e-07
2017-11-09,10.5,10.5,0.0
2017-11-10,11.29,11.289999961853027,3.814697180359872e-08
2017-11-13,11.5,11.5,0.0
2017-11-14,11.59,11.59000015258789,1.5258789076710855e-07
2017-11-15,13.13,13.130000114440918,1.1444091718715299e-07
2017-11-16,11.76,11.760000228881836,2.2888183615066282e-07
2017-11-17,11.43,11.430000305175781,3.051757815342171e-07
2017-11-20,10.65,10.649999618530273,3.8146972691777137e-07
2017-11-21,9.73,9.729999542236328,4.5776367230132564e-07
2017-11-22,9.88,9.880000114440918,1.1444091718715299e-07
2017-11-24,9.67,9.670000076293945,7.629394538355427e-08
2017-11-27,9.87,9.869999885559082,1.1444091718715299e-07
2017-11-28,10.03,10.029999732971191,2.6702880795426154e-07
2017-11-29,10.7,10.699999809265137,1.9073486257070726e-07
2017-11-30,11.28,11.279999732971191,2.6702880795426154e-07
2017-12-01,11.43,11.430000305175781,3.051757815342171e-07
2017-12-04,11.68,11.680000305175781,3.051757815342171e-07
2017-12-05,11.33,11.329999923706055,7.629394538355427e-08
2017-12-06,11.02,11.020000457763672,4.5776367230132564e-07
2017-12-07,10.16,10.15999984741211,1.5258789076710855e-07
2017-12-08,9.58,9.579999923706055,7.629394538355427e-08
2017-12-11,9.34,9.34000015258789,1.5258789076710855e-07
2017-12-12,9.92,9.920000076293945,7.629394538355427e-08
2017-12-13,10.18,10.180000305175781,3.051757815342171e-07
2017-12-14,10.49,10.489999771118164,2.2888183615066282e-07
2017-12-15,9.42,9.420000076293945,7.629394538355427e-08
2017-12-18,9.53,9.529999732971191,2.6702880795426154e-07
2017-12-19,10.03,10.029999732971191,2.6702880795426154e-07
2017-12-20,9.72,9.720000267028809,2.6702880795426154e-07
2017-12-21,9.62,9.619999885559082,1.1444091718715299e-07
2017-12-22,9.9,9.899999618530273,3.8146972691777137e-07
2017-12-26,10.25,10.25,0.0
2017-12-27,10.47,10.470000267028809,2.6702880795426154e-07
2017-12-28,10.18,10.180000305175781,3.051757815342171e-07
2017-12-29,11.04,11.039999961853027,3.814697180359872e-08
2018-01-02,9.77,9.770000457763672,4.5776367230132564e-07
2018-01-03,9.15,9.149999618530273,3.8146972691777137e-07
2018-01-04,9.22,9.220000267028809,2.6702880795426154e-07
2018-01-05,9.22,9.220000267028809,2.6702880795426154e-07
2018-01-08,9.52,9.520000457763672,4.5776367230132564e-07
2018-01-09,10.08,10.079999923706055,7.629394538355427e-08
2018-01-10,9.82,9.819999694824219,3.051757815342171e-07
2018-01-11,9.88,9.880000114440918,1.1444091718715299e-07
